Hour,Access,Alcohol,Align,Day,Hit,Light,Collision,Interection,Weather,ADT,Num Lanes,Pav Width,Dr Age,Dr Cond.,Dr Distract,Dr Gender,Num Occ,Veh Year,Violations,Ped Age,Ped Cond.,Ped Inj.,Ped Gender
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Right Angle,FALSE,Clear,Unk,No Info.,Unk,45-54,Unk,Unk,Male,One,1990 and Before,No Violations,15-24,Inattentive/Distracted,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,35-44,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
6PM-12AM,Unk,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Male,One,2001-2010,No Violations,35-44,Unk,Severe,Male
12PM-6PM,Partial Control,TRUE,Straight-Level,Weekend,FALSE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,2001-2010,No Violations,45-54,Impaired,No Injury,Male
12AM-6AM,Partial Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Sideswipe,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Unk,Male,One,1991-2000,Careless Operation,15-24,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,1991-2000,Careless Operation,15-24,Normal,Moderate,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,1991-2000,No Violations,Unk,Unk,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,1991-2000,No Violations,15-24,Inattentive/Distracted,No Injury,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,Two,1991-2000,No Violations,35-44,Impaired,Severe,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Not Distracted,Female,Two,1991-2000,Improper Backing,65-74,Unk,Moderate,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Impaired,Not Distracted,Male,One,1991-2000,Exceeding Stated Speed Limit,15-24,Unk,Fatal,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Outside Vehicle,Male,One,2001-2010,Careless Operation,Unk,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Unk,No Injury,Unk
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Outside Vehicle,Male,One,2001-2010,No Violations,15-24,Unk,Moderate,Male
12PM-6PM,Partial Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Impaired,Moderate,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,25-34,Impaired,Unk,Female,One,2001-2010,Driver Condition,25-34,Unk,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,25-34,Impaired,Unk,Female,One,2001-2010,Driver Condition,25-34,Unk,Severe,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Turn,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Unk,One,2001-2010,Unk,Unk,Unk,No Injury,Unk
12PM-6PM,Full Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,FALSE,Clear,Unk,No Info.,Unk,15-24,Unk,Unk,Male,One,2001-2010,Following Too Closely,35-44,Normal,Complaint,Male
12AM-6AM,Partial Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,2001-2010,Failure To Yield,65-74,Impaired,Moderate,Male
6AM-12PM,Partial Control,FALSE,Unk,Weekend,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,Unk,35-44,Unk,Complaint,Male
12PM-6PM,Unk,FALSE,Unk,Weekday,TRUE,Unk,Unk,TRUE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,No Injury,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Male,One,1991-2000,Unk,Unk,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,45-54,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Inattentive/Distracted,Complaint,Female
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Unk,Female,Three,1990 and Before,No Violations,45-54,Impaired,Severe,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,TRUE,Clear,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Unk,Fatal,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Over 10000,Four,Very Wide,65-74,Unk,Unk,Male,One,1991-2000,Unk,35-44,Unk,Fatal,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Left Turn,TRUE,Abnormal,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Unk,Male,One,2001-2010,Failure To Yield,Unk,Normal,Complaint,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Normal,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Left Turn,TRUE,Clear,2001-5000,Four,Very Wide,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Other,Unk,Male,One,2001-2010,Careless Operation,25-34,Impaired,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Unk,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,2001-5000,Two,Narrow,65-74,Normal,Not Distracted,Female,One,1991-2000,No Violations,25-34,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Female,One,1991-2000,No Violations,15-24,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Inattentive/Distracted,Not Distracted,Male,One,2001-2010,Careless Operation,35-44,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Male,One,Unk ,Unk,Unk,Unk,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,65-74,Inattentive/Distracted,Unk,Male,One,1990 and Before,Failure To Yield,15-24,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,FALSE,Clear,Unk,No Info.,Unk,45-54,Unk,Unk,Male,One,2001-2010,Unk,75-Inf,Unk,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Unk,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Male,One,2001-2010,Careless Operation,75-Inf,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,Four,2001-2010,Unk,15-24,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,5001-10000,Four,Very Wide,55-64,Normal,Not Distracted,Female,One,1990 and Before,No Violations,55-64,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,5001-10000,Four,Very Wide,55-64,Normal,Not Distracted,Female,One,1990 and Before,No Violations,45-54,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Unk,Female,Two,2001-2010,Driver Condition,Unk,Inattentive/Distracted,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,1991-2000,Unk,45-54,Unk,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,Unk,Normal,Complaint,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,Unk,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,No Injury,Male
12AM-6AM,Unk,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,25-34,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Sideswipe,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Sideswipe,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,No Injury,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,2001-5000,Four,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Male,Two,1991-2000,Careless Operation,Unk,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - No Street Lights,Left Turn,TRUE,Clear,Unk,No Info.,Unk,15-24,Other,Outside Vehicle,Female,Two,1991-2000,No Violations,25-34,Unk,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,1990 and Before,No Violations,25-34,Unk,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Head-On,TRUE,Clear,Over 10000,Six,Very Wide,35-44,Normal,Not Distracted,Female,Two,2001-2010,No Violations,45-54,Impaired,Moderate,Female
6AM-12PM,Partial Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Unk,FALSE,Abnormal,Over 10000,Four,Very Wide,35-44,Unk,Unk,Female,Two,2001-2010,Unk,15-24,Unk,Fatal,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Rear End,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,Complaint,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,45-54,Impaired,Severe,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Unk,Unk,Female,One,1991-2000,No Violations,45-54,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Left Turn,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Female
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Three,1990 and Before,No Violations,15-24,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,Five or more,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,Five or more,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,Four,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12AM-6AM,Full Control,TRUE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Six,Very Wide,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,25-34,Unk,Fatal,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,65-74,Normal,Not Distracted,Male,One,1991-2000,No Violations,35-44,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,1990 and Before,No Violations,Unk,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,35-44,Normal,Not Distracted,Male,One,1991-2000,No Violations,45-54,Impaired,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Cell Phone,Male,One,1991-2000,Driver Condition,55-64,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1990 and Before,No Violations,Unk,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Female,One,Unk ,Unk,Unk,Unk,Complaint,Female
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,2001-5000,Two,Narrow,35-44,Unk,Unk,Male,One,2001-2010,Unk,Unk,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Unk,Moderate,Male
6AM-12PM,No Control,TRUE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,1991-2000,Unk,35-44,Impaired,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Exceeding Safe Speed Limit,Unk,Unk,Complaint,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Impaired,Complaint,Male
6AM-12PM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Abnormal,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Female,Two,1991-2000,Vehicle Condition,65-74,Inattentive/Distracted,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,Two,1990 and Before,No Violations,15-24,Impaired,No Injury,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Female,One,2001-2010,Unk,15-24,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Sideswipe,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Rear End,FALSE,Abnormal,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,1991-2000,Unk,Unk,Unk,No Injury,Unk
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,55-64,Normal,Not Distracted,Male,One,2001-2010,No Violations,45-54,Inattentive/Distracted,Moderate,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Sideswipe,TRUE,Clear,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,1990 and Before,Unk,Unk,Unk,No Injury,Unk
6PM-12AM,No Control,FALSE,Hillcrest,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,35-44,Unk,Fatal,Male
6PM-12AM,Partial Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Female,One,1991-2000,No Violations,35-44,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Rear End,FALSE,Abnormal,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,Two,1991-2000,Unk,Unk,Unk,No Injury,Unk
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Rear End,TRUE,Abnormal,Over 10000,Four,Very Wide,Unk,Unk,Unk,Male,One,1991-2000,Unk,25-34,Unk,No Injury,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekend,FALSE,Unk,Unk,TRUE,Clear,Unk,No Info.,Unk,65-74,Normal,Unk,Female,One,2001-2010,No Violations,45-54,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,2001-2010,Unk,55-64,Normal,Moderate,Male
6PM-12AM,Partial Control,FALSE,On Grade,Weekday,FALSE,Dark - Street Light,Sideswipe,TRUE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,2001-2010,Unk,25-34,Normal,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Careless Operation,Unk,Unk,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Left Turn,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,65-74,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Rear End,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Inattentive/Distracted,Unk,Male,One,1991-2000,Careless Operation,Unk,Inattentive/Distracted,No Injury,Unk
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Inattentive/Distracted,Not Distracted,Male,One,Unk ,Careless Operation,Unk,Normal,Severe,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,25-34,Inattentive/Distracted,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,15-24,Unk,Severe,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,"Dusk, Dawn",Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Impaired,Unk,Male,One,2001-2010,Driver Condition,15-24,Inattentive/Distracted,Fatal,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,TRUE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Left Turn,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,2001-2010,Unk,15-24,Unk,Complaint,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Impaired,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Outside Vehicle,Female,One,2001-2010,No Violations,Unk,Unk,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Inattentive/Distracted,Unk,Male,One,2001-2010,Unk,Unk,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Rear End,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Inattentive/Distracted,Unk,Male,One,2001-2010,Unk,Unk,Normal,No Injury,Unk
